sid,search,"splunk_server","_time","is_realtime",provenance,"event_count","exec_time","result_count","scan_count",status,"total_run_time","api_et","api_lt","search_et","search_lt","savedsearch_name","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_status","__mv_total_run_time","__mv_api_et","__mv_api_lt","__mv_search_et","__mv_search_lt","__mv_savedsearch_name"
"admin__admin__search__search6_1532341141.3158","search index=parse_chat filename=*  *haturbate* OR *freecam* | fields filename | rex field=filename ""^(?<model>.+)_\d{6}"" |  fields model | search model=kaybunz OR model=rose* OR model=sarah* OR model=hotchop* OR model=tigerlilly* OR model=utk* OR model=zilla* OR model=izzywarm* | timechart limit=1000 useother=f count by model","Jonathons-MacBook-Air.local","1532341141.100267",0,"UI:Dashboard:parse_chat_travel_drive_post_process",210,1532341142,41,3964,completed,"1.97",,,,,search6,,,,,,,,,,,,,,,,,
"admin__admin__search__search12_1532341141.3161","search index=parse_chat | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1532341141.131069",0,"UI:Dashboard:parse_chat_travel_drive_post_process",5856,1532341142,5,5856,completed,"1.08",,,,,search12,,,,,,,,,,,,,,,,,
"admin__admin__search__search15_1532341141.3164","search index=parse_chat filename=*xhamster* | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1532341141.220517",0,"UI:Dashboard:parse_chat_travel_drive_post_process",264,1532341143,5,264,completed,"0.783",,,,,search15,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1532431415.3979","search index=os earliest=-5m  fs!=*private*| fields fs, capacity | rex field=capacity ""(?<capacity>\d+)(%)?"" | stats values(capacity) by fs","Jonathons-MacBook-Air.local","1532431415.369822",0,"UI:Dashboard:parse_chat_travel_drive_post_process",2,1532431416,2,2,completed,"0.223","1532431080.000000000","1532431415.000000000","1532431115.000000000","1532431416.231854000",search1,,,,,,,,,,,,,,,,,
"admin__admin__search__search9_1532431415.3980","search index=parse_chat filename=xhamster* | fields filename | rex field=filename ""xhamster.com_\d+_(?<words>.+).mp4"" | rex field=words mode=sed ""s/_/ /g"" | rex field=words mode=sed ""s/\d{3}p//"" | rex field=words mode=sed ""s/(\sa\s| an | on | and | the | in | with | for | by | as | at | is |2| gets | me |the| her | my | part | has | ip | to | ft )//g"" | eval all_words=split(words,"" "")  | rex field=words mode=sed ""s/ /|/g"" | stats count by  all_words | where count < 80 AND count > 3 | sort - count","Jonathons-MacBook-Air.local","1532431415.391855",0,"UI:Dashboard:parse_chat_travel_drive_post_process",264,1532431416,51,264,completed,"0.503",,,,,search9,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch2_1532431415.3982","search index=parse_chat filename=*  *haturbate* OR *freecam* |  rex field=filename ""^(?<model>.+)_\d{6}""","Jonathons-MacBook-Air.local","1532431415.564223",0,"UI:Dashboard:parse_chat_travel_drive_post_process",3998,1532431416,3998,5895,completed,"0.837",,,,,baseSearch2,,,,,,,,,,,,,,,,,
"admin__admin__search__search7_1532431418.3984","search index=parse_chat filename=*  *haturbate* OR *freecam* | fields filename | rex field=filename ""^(?<model>.+)_\d{6}"" | top 100 model","Jonathons-MacBook-Air.local","1532431418.193933",0,"UI:Dashboard:parse_chat_travel_drive_post_process",3998,1532431419,100,3998,completed,"1.858",,,,,search7,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1532431418.3988","search index=parse_chat filename=*xvideo* | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1532431418.223126",0,"UI:Dashboard:parse_chat_travel_drive_post_process",1339,1532431420,5,1339,completed,"0.885",,,,,search14,,,,,,,,,,,,,,,,,
"admin__admin__search__search16_1532431418.3989","search index=parse_chat filename!=*xvideo* filename!=*xham* filename!=*chaturbate* filename!=*myfree* | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1532431418.323900",0,"UI:Dashboard:parse_chat_travel_drive_post_process",293,1532431420,5,293,completed,"0.687",,,,,search16,,,,,,,,,,,,,,,,,
"rt_md_1532760240.6917","| metadata type=sourcetypes | search totalCount > 0","Jonathons-MacBook-Air.local","1532760240.535013",1,"UI:Search",0,1532760240,0,0,canceled,"24.124",,,,,,,,,,,,,,,,,,,,,,
"1532760264.6922","search index=mint tonga","Jonathons-MacBook-Air.local","1532760264.529778",0,"UI:Search",0,1532760264,0,0,completed,"0.203",,,,,,,,,,,,,,,,,,,,,,
"1532760273.6925","search index=mint","Jonathons-MacBook-Air.local","1532760273.506663",0,"UI:Search",7554,1532760273,7554,7554,completed,"1.289",,,,,,,,,,,,,,,,,,,,,,
"1532760286.6929","search index=mint *tonga*","Jonathons-MacBook-Air.local","1532760286.093038",0,"UI:Search",0,1532760286,0,7554,completed,"0.297",,,,,,,,,,,,,,,,,,,,,,
"1532760306.6935","search index=mint | fields _time | timechart count","Jonathons-MacBook-Air.local","1532760306.238476",0,"UI:Search",7554,1532760306,53,7554,completed,"0.845",,,,,,,,,,,,,,,,,,,,,,
"1532760329.6936","search index=mint | fields _time","Jonathons-MacBook-Air.local","1532760329.780428",0,"UI:Search",143,1532760330,143,143,completed,"0.14300000000000002","1454313600.000000000","1456819200.000000000","1454313600.000000000","1456819200.000000000",,,,,,,,,,,,,,,,,,
"1532760360.6939","search index=mint francisco","Jonathons-MacBook-Air.local","1532760360.466794",0,"UI:Search",0,1532760360,0,0,completed,"0.138","1454313600.000000000","1456819200.000000000","1454313600.000000000","1456819200.000000000",,,,,,,,,,,,,,,,,,
"1532760369.6943","search index=mint mateo","Jonathons-MacBook-Air.local","1532760369.898175",0,"UI:Search",22,1532760370,22,22,completed,"0.19","1454313600.000000000","1456819200.000000000","1454313600.000000000","1456819200.000000000",,,,,,,,,,,,,,,,,,
"1532760381.6946","search index=mint restaurant","Jonathons-MacBook-Air.local","1532760381.978864",0,"UI:Search",3,1532760382,3,3,completed,"0.17200000000000001","1454313600.000000000","1456819200.000000000","1454313600.000000000","1456819200.000000000",,,,,,,,,,,,,,,,,,
"1532760395.6947","search index=mint restaurant","Jonathons-MacBook-Air.local","1532760395.208881",0,"UI:Search",97,1532760395,97,97,completed,"0.332",,,,,,,,,,,,,,,,,,,,,,
"1532921683.8351","search index=_internal stats count by host | head 100","Jonathons-MacBook-Air.local","1532921683.922918",0,CLI,0,1532921684,0,0,completed,"0.192",,,,,,,,,,,,,,,,,,,,,,
"1532921695.8352","search index=_internal | stats count by host | head 100","Jonathons-MacBook-Air.local","1532921695.712847",0,CLI,1525374,1532921695,0,1525374,failed,"6.686",,,,,,,,,,,,,,,,,,,,,,
"1532921732.8353","search index=_internal earliest=-5m@m | stats count by host | head 100","Jonathons-MacBook-Air.local","1532921732.773534",0,CLI,1197,1532921733,1,1197,completed,"0.106",,,"1532921400.000000000","1532921733.082565000",,,,,,,,,,,,,,,,,,
"1532921740.8354","search index=_internal earliest=-5m@m | stats count by host | head 100","Jonathons-MacBook-Air.local","1532921740.222599",0,CLI,1199,1532921740,1,1199,completed,"0.094",,,"1532921400.000000000","1532921740.373434000",,,,,,,,,,,,,,,,,,
"1532921766.8355","search index=_internal host=Jonathon*  earliest=-5m@m | stats count | head 100","Jonathons-MacBook-Air.local","1532921766.560875",0,CLI,1335,1532921766,1,1335,completed,"0.099",,,"1532921460.000000000","1532921766.730715000",,,,,,,,,,,,,,,,,,
"1532921836.8356","search index=_internal host=Jonathon*  earliest=-5m@m | stats count | head 100","Jonathons-MacBook-Air.local","1532921836.493002",0,CLI,1414,1532921836,1,1414,completed,"0.158",,,"1532921520.000000000","1532921836.937587000",,,,,,,,,,,,,,,,,,
"1532921899.8357","search index=_internal host=Jonathon*  earliest=-5m@m | stats count | eval exists=if(count == 0,""no"",""yes"") | table exists | head 100","Jonathons-MacBook-Air.local","1532921899.041085",0,CLI,1423,1532921899,1,1423,completed,"0.115",,,"1532921580.000000000","1532921899.381921000",,,,,,,,,,,,,,,,,,
"1532921955.8358","search index=_internal host=${host}*  earliest=-5m@m | stats count | eval exists=if(count == 0,""no"",""yes"") | table exists | head 100","Jonathons-MacBook-Air.local","1532921955.087333",0,CLI,0,1532921955,1,0,completed,"0.088",,,"1532921640.000000000","1532921955.257282000",,,,,,,,,,,,,,,,,,
"1532921955.8359","search index=_internal host=${host}*  earliest=-5m@m | stats count | eval exists=if(count == 0,""no"",""yes"") | table exists | head 100","Jonathons-MacBook-Air.local","1532921955.692091",0,CLI,0,1532921955,1,0,completed,"0.078",,,"1532921640.000000000","1532921955.893990000",,,,,,,,,,,,,,,,,,
"1532921956.8360","search index=_internal host=${host}*  earliest=-5m@m | stats count | eval exists=if(count == 0,""no"",""yes"") | table exists | head 100","Jonathons-MacBook-Air.local","1532921956.289795",0,CLI,0,1532921956,1,0,completed,"0.088",,,"1532921640.000000000","1532921956.472729000",,,,,,,,,,,,,,,,,,
"1532921981.8361","search index=_internal host=${host}*  earliest=-5m@m | stats count | eval exists=if(count == 0,""no"",""yes"") | table exists | head 100","Jonathons-MacBook-Air.local","1532921981.345840",0,CLI,0,1532921981,1,0,completed,"0.149",,,"1532921640.000000000","1532921981.825397000",,,,,,,,,,,,,,,,,,
"1532921982.8362","search index=_internal host=${host}*  earliest=-5m@m | stats count | eval exists=if(count == 0,""no"",""yes"") | table exists | head 100","Jonathons-MacBook-Air.local","1532921982.591343",0,CLI,0,1532921983,1,0,completed,"0.148",,,"1532921640.000000000","1532921983.030238000",,,,,,,,,,,,,,,,,,
"1532921983.8363","search index=_internal host=${host}*  earliest=-5m@m | stats count | eval exists=if(count == 0,""no"",""yes"") | table exists | head 100","Jonathons-MacBook-Air.local","1532921983.665782",0,CLI,0,1532921983,1,0,completed,"0.085",,,"1532921640.000000000","1532921983.872877000",,,,,,,,,,,,,,,,,,
"1532922049.8368","search index=_internal host=${host}*  earliest=-5m@m | stats count | eval exists=if(count == 0,no,yes) | table exists | head 100","Jonathons-MacBook-Air.local","1532922049.601761",0,CLI,0,1532922050,0,0,completed,"0.095",,,"1532921700.000000000","1532922050.034209000",,,,,,,,,,,,,,,,,,
"1532922050.8369","search index=_internal host=${host}*  earliest=-5m@m | stats count | eval exists=if(count == 0,no,yes) | table exists | head 100","Jonathons-MacBook-Air.local","1532922050.478874",0,CLI,0,1532922050,0,0,completed,"0.083",,,"1532921700.000000000","1532922050.647545000",,,,,,,,,,,,,,,,,,
"1532922051.8370","search index=_internal host=${host}*  earliest=-5m@m | stats count | eval exists=if(count == 0,no,yes) | table exists | head 100","Jonathons-MacBook-Air.local","1532922051.078896",0,CLI,0,1532922051,0,0,completed,"0.084",,,"1532921700.000000000","1532922051.256350000",,,,,,,,,,,,,,,,,,
"1532922121.8371","search index=_internal host=${h}  earliest=-5m@m | stats count | eval exists=if(count == 0,no,yes) | table exists | head 100","Jonathons-MacBook-Air.local","1532922121.080556",0,CLI,0,1532922121,0,0,completed,"0.08700000000000001",,,"1532921820.000000000","1532922121.398043000",,,,,,,,,,,,,,,,,,
"1532922121.8372","search index=_internal host=${h}  earliest=-5m@m | stats count | eval exists=if(count == 0,no,yes) | table exists | head 100","Jonathons-MacBook-Air.local","1532922121.811994",0,CLI,0,1532922121,0,0,completed,"0.078",,,"1532921820.000000000","1532922121.978920000",,,,,,,,,,,,,,,,,,
"1532922122.8373","search index=_internal host=${h}  earliest=-5m@m | stats count | eval exists=if(count == 0,no,yes) | table exists | head 100","Jonathons-MacBook-Air.local","1532922122.376686",0,CLI,0,1532922122,0,0,completed,"0.085",,,"1532921820.000000000","1532922122.541585000",,,,,,,,,,,,,,,,,,
"1532922234.8374","search index=_internal host=Jonathon*  earliest=-5m@m | stats count | eval exists=if(count == 0,""no"",""yes"") | table exists | head 100","Jonathons-MacBook-Air.local","1532922234.171907",0,CLI,1965,1532922234,1,1965,completed,"0.115",,,"1532921880.000000000","1532922234.521273000",,,,,,,,,,,,,,,,,,
"1532922234.8375","search index=_internal host=check*  earliest=-5m@m | stats count | eval exists=if(count == 0,""no"",""yes"") | table exists | head 100","Jonathons-MacBook-Air.local","1532922234.979218",0,CLI,0,1532922235,1,0,completed,"0.079",,,"1532921880.000000000","1532922235.145988000",,,,,,,,,,,,,,,,,,
"1532922235.8376","search index=_internal host=test*  earliest=-5m@m | stats count | eval exists=if(count == 0,""no"",""yes"") | table exists | head 100","Jonathons-MacBook-Air.local","1532922235.547416",0,CLI,0,1532922235,1,0,completed,"0.097",,,"1532921880.000000000","1532922235.708869000",,,,,,,,,,,,,,,,,,
"1532922289.8377","search index=_internal host=Jonathon*  earliest=-5m@m | stats count | eval exists=if(count == 0,""no"",""yes"") | table exists | head 100","Jonathons-MacBook-Air.local","1532922289.476648",0,CLI,1971,1532922289,1,1971,completed,"0.147",,,"1532921940.000000000","1532922289.695476000",,,,,,,,,,,,,,,,,,
"1532922290.8378","search index=_internal host=check*  earliest=-5m@m | stats count | eval exists=if(count == 0,""no"",""yes"") | table exists | head 100","Jonathons-MacBook-Air.local","1532922290.201888",0,CLI,0,1532922290,1,0,completed,"0.085",,,"1532921940.000000000","1532922290.379377000",,,,,,,,,,,,,,,,,,
"1532922290.8379","search index=_internal host=test*  earliest=-5m@m | stats count | eval exists=if(count == 0,""no"",""yes"") | table exists | head 100","Jonathons-MacBook-Air.local","1532922290.831425",0,CLI,0,1532922291,1,0,completed,"0.098",,,"1532921940.000000000","1532922291.006803000",,,,,,,,,,,,,,,,,,
"1532922306.8380","search index=_internal host=Jonathon*  earliest=-5m@m | stats count | eval exists=if(count == 0,""no"",""yes"") | table exists | head 100","Jonathons-MacBook-Air.local","1532922306.129840",0,CLI,1719,1532922306,1,1719,completed,"0.10200000000000001",,,"1532922000.000000000","1532922306.307629000",,,,,,,,,,,,,,,,,,
"1532922306.8381","search index=_internal host=check*  earliest=-5m@m | stats count | eval exists=if(count == 0,""no"",""yes"") | table exists | head 100","Jonathons-MacBook-Air.local","1532922306.729983",0,CLI,0,1532922306,1,0,completed,"0.084",,,"1532922000.000000000","1532922306.906674000",,,,,,,,,,,,,,,,,,
"1532922307.8382","search index=_internal host=test*  earliest=-5m@m | stats count | eval exists=if(count == 0,""no"",""yes"") | table exists | head 100","Jonathons-MacBook-Air.local","1532922307.315789",0,CLI,0,1532922307,1,0,completed,"0.078",,,"1532922000.000000000","1532922307.488652000",,,,,,,,,,,,,,,,,,
"1532925889.8421","search index=mint restaurant","Jonathons-MacBook-Air.local","1532925889.580418",0,"UI:Search",97,1532925890,97,97,completed,"0.396",,,,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1532925935.8423","search index=os earliest=-5m  fs!=*private*| fields fs, capacity | rex field=capacity ""(?<capacity>\d+)(%)?"" | stats values(capacity) by fs","Jonathons-MacBook-Air.local","1532925935.214043",0,"UI:Dashboard:parse_chat_travel_drive_post_process",3,1532925936,3,3,completed,"0.214","1532925600.000000000","1532925935.000000000","1532925635.000000000","1532925936.021999000",search1,,,,,,,,,,,,,,,,,
"admin__admin__search__search9_1532925935.8424","search index=parse_chat filename=xhamster* | fields filename | rex field=filename ""xhamster.com_\d+_(?<words>.+).mp4"" | rex field=words mode=sed ""s/_/ /g"" | rex field=words mode=sed ""s/\d{3}p//"" | rex field=words mode=sed ""s/(\sa\s| an | on | and | the | in | with | for | by | as | at | is |2| gets | me |the| her | my | part | has | ip | to | ft )//g"" | eval all_words=split(words,"" "")  | rex field=words mode=sed ""s/ /|/g"" | stats count by  all_words | where count < 80 AND count > 3 | sort - count","Jonathons-MacBook-Air.local","1532925935.229191",0,"UI:Dashboard:parse_chat_travel_drive_post_process",277,1532925936,55,277,completed,"0.422",,,,,search9,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch1_1532925935.8425","search index=""parse_chat"" filename=*","Jonathons-MacBook-Air.local","1532925935.265628",0,"UI:Dashboard:parse_chat_travel_drive_post_process",6091,1532925936,6091,6092,completed,"0.778",,,,,baseSearch1,,,,,,,,,,,,,,,,,
